@relation vectores

@attribute caracteristica0 NUMERIC
@attribute caracteristica1 NUMERIC
@attribute caracteristica2 NUMERIC

@data
1240.54931640625,1814.15625,0.134769187293639
1898.7177734375,1078.10546875,0.17594981936473
1766.26745605469,944.30078125,0.402047378480841
1808.98132324219,1009.7109375,0.477977233808186
917.552490234375,2413.56640625,0.233245520902134
1097.14196777344,2148.5390625,0.397602246478441
808.117614746094,2350.61328125,0.442624333762789
1979.70983886719,1469.8203125,0.0901667144709452
1266.62963867188,2188.01171875,0.121624211967393
2957.39233398438,1152.875,0.116509475453106
8792.2490234375,336.4140625,0
16216.83984375,205.796875,0
17209.119140625,180.16796875,0
14889.03515625,200.1640625,0
15753.109375,180.6328125,0
14504.5185546875,201.08203125,0
13635.02734375,216.765625,0
8709.6513671875,922.7109375,0
7814.11669921875,303.82421875,0
15196.201171875,166.48828125,0
22153.298828125,113.08203125,0
31214.6328125,91.77734375,0
13293,192.84765625,0
4695.435546875,1049.26953125,0.190803729990032
1799.58276367188,1202.28515625,0.256080312283086
1152.34460449219,1806.3671875,0.171034843388956
1025.46008300781,1683.1484375,0.259901387977179
1025.41320800781,1932.20703125,0.076610562424046
890.793762207031,2132.47265625,0.173934722218427
1053.26672363281,1972.62890625,0.30668680915794
997.452880859375,1873.62109375,0.159464310836814
881.319702148438,2265.6796875,0.462514925016333
1053.88159179688,2893.6484375,0.515848369535951
941.2060546875,2699.828125,0.362949960754695
1191.19372558594,1944.0390625,0.50978275498801
926.130493164063,2585.4296875,0.306415694779329
3000.35498046875,1357.1484375,0.125991266589179
11431.642578125,410.0078125,0.601268882403503
23391.8359375,131.78125,0
25629.013671875,122.93359375,0
17122.99609375,186.171875,0
16118.5595703125,185.74609375,0
20512.44140625,143.83203125,0
29091.48828125,104.2734375,0
18770.537109375,168.00390625,0
20699.5,156.37890625,0
7392.94970703125,291.31640625,0
16585.826171875,144.46484375,0
16381.5419921875,152.796875,0
15679.921875,155.6875,0
20032.591796875,132.11328125,0
10698.296875,243.04296875,0
8851.1220703125,286.17578125,0
3522.4326171875,773.3984375,0.430758124249449
2350.41796875,1136.74609375,0.30265595974161
1248.55151367188,1652.50390625,0.0720577770812138
1122.3076171875,1744.88671875,0.191304031604115
1939.26782226563,1529.0546875,0.149391459991459
1518.18420410156,1611.046875,0.393556758713684
1502.65454101563,1527.87890625,0.366418961827158
7383.240234375,381.75390625,0.178856043788818
3388.74267578125,791.2265625,0.23162902111768
5938.970703125,503.52734375,0.137269714007211
11097.37890625,332.6875,0
21661.78515625,139.15625,0
20401.884765625,154.03125,0
25795.353515625,123.53125,0
29475.76171875,100.93359375,0
11119.146484375,271.765625,0
10242.3935546875,345.59375,0
21664.2421875,123.4453125,0
17837.587890625,169.1328125,0
18351.158203125,162.6328125,0
21403.82421875,148.2265625,0
5230.869140625,370.68359375,0
11011.087890625,202.72265625,0
18725.634765625,114.7421875,0
17522.18359375,128.046875,0
15807.8037109375,154.59765625,0
16226.80078125,152.28515625,0
11438.830078125,208.84765625,0
9986.10546875,221.30078125,0
15833.0283203125,153.0078125,0
5832.11083984375,563.2265625,0.331124193332134
5774.83251953125,514.03515625,0.257607285736166
2060.99658203125,1335.265625,0.442812260502733
1784.34118652344,1286.390625,0.266165700349829
2186.51025390625,1413.2421875,0.129780929331799
1631.89294433594,1225.828125,0.347856191350847
2232.56030273438,1285.27734375,0.493038823327377
5077.90185546875,717.8359375,0.276317495261966
11185.0966796875,260.31640625,0
24872.509765625,109.4453125,0
16071.4580078125,167.42578125,0
19662.107421875,138.8515625,0
23405.552734375,119.1640625,0
17527.3828125,149.9140625,0
18872.296875,134.3046875,0
18401.93359375,141.8125,0
32308.65625,91.63671875,0
26234.23046875,114.765625,0
9139.1005859375,389.3359375,0
6329.02490234375,262.0546875,0
5448.96142578125,329.359375,0
18161.037109375,113.4296875,0
23021.7890625,85.9375,0
16898.544921875,124.36328125,0
17790.619140625,117.65625,0
17879.7578125,129.88671875,0
5529.951171875,534.53515625,0
2949.17431640625,812.88671875,0
2787.85424804688,701.69921875,0.292641062071954
1860.77734375,999.6953125,0.129619695683702
2257.56079101563,917.34375,0.278505632947584
1891.46826171875,889.31640625,0.144411949005745
2088.07568359375,1263.109375,0.231134707358788
1350.26953125,1272.87890625,0.193494887095989
2256.20849609375,966.40234375,0.154442041278429
4567.9921875,721.62890625,0.165111328429652
12193.697265625,259.69921875,0
26118.77734375,101.484375,0
17483.0234375,146.55078125,0
14442.361328125,166.2890625,0
18973.705078125,129.01171875,0
24057.27734375,107.109375,0
20047.75,120.55859375,0
27802.12890625,101.6015625,0
18258.052734375,150.484375,0
12721.70703125,211.9375,0
2534.25463867188,833.0078125,0
